ticker,title,date,forward_return,ground_truth,raw_sentiment,prediction,reasoning,latency_s,correct,error
KHC,"Kraft Heinz Reduces Production at 3 Factories, But Increases Output of Macaroni and Cheese",2020-04-06,0.05442,Bullish,neutral,Neutral,Article discusses production adjustments without clear financial impact on the ticker.,3.138,False,
GOOG,SEMrush: What to Know About This Overlooked IPO Stock,2022-01-27,0.05094,Bullish,neutral,Neutral,Article discusses SEMrush Holdings IPO and other stocks but no direct financial impact on GOOG.,3.541,False,
ENPH,3 Red-Hot Solar Stocks for 2023,2023-01-11,0.02935,Bullish,bullish,Bullish,Strong growth potential in solar stocks with significant investments like Hanwha Group's $2.5 billion project.,3.641,True,
ORLY,"Where to Invest $10,000 in a Bear Market",2023-01-25,-0.0366,Bearish,neutral,Neutral,Article discusses potential investments for bear markets but lacks direct financial impact on ORLY.,3.417,False,
SBUX,Starbucks To Serve Oat Milk Honey Latte In 1300 Locations,2020-01-07,0.03039,Bullish,neutral,Neutral,Announcement about serving oat milk honey latte in select locations; no direct financial impact.,3.177,False,
TXN,Top Stocks To Buy Now? 4 Semiconductor Stocks In Focus,2022-08-18,-0.03934,Bearish,bullish,Bullish,The article highlights strong growth potential in semiconductors due to increased demand and supportive legislation.,3.564,False,
WBA,4 Dow Stocks Are Down Over 15% in 2023. Here's My Top Pick of the 4 to Buy Now.,2023-09-26,-0.01088,Bearish,neutral,Neutral,Article discusses general market trends without direct financial impact on WBA.,3.374,False,
PEP,Coca-Cola's Plan to Recruit New Generations of Consumers,2019-10-23,-0.00589,Neutral,bullish,Bullish,Strong third-quarter earnings and growth outlook indicate positive financial performance.,3.321,False,
ON,Should Schwab U.S. MidCap ETF (SCHM) Be on Your Investing Radar?,2022-07-12,0.02426,Bullish,neutral,Neutral,The article provides general information about the Schwab U.S. MidCap ETF (SCHM) without any direct financial impact or strong positive/negative signals.,3.534,False,
DDOG,Datadog (DDOG) to Report Q3 Earnings: What's in the Cards?,2023-11-03,0.24573,Bullish,bullish,Bullish,Datadog's anticipated revenue growth and consistent earnings beat indicate strong financial performance.,3.783,True,
ALGN,"Notable Wednesday Option Activity: UBER, ALGN, DOCU",2021-10-20,-0.029,Bearish,neutral,Neutral,Article discusses notable option activity for multiple companies without a clear financial impact on any single ticker.,3.442,False,
ASML,Guru Fundamental Report for ASML,2023-11-26,-0.00112,Neutral,neutral,Neutral,The article is primarily an analysis report with no direct financial impact.,3.342,True,
AMD,Can Advanced Micro (AMD) Keep the Earnings Surprise Streak Alive?,2022-07-04,0.05452,Bullish,bullish,Bullish,Consistent earnings surprise history and positive EPS Surprise indicate strong financial performance.,3.215,True,
COST,Are Those Memberships to Costco and Sam's Club Really Worth It?,2023-10-19,-0.02358,Bearish,neutral,Neutral,The article discusses the cost-benefit analysis of memberships but does not provide a clear financial impact on Costco.,3.372,False,
AMD,Best Stocks To Buy For 2022? 4 Semiconductor Stocks For Your Watchlist,2022-02-07,0.07423,Bullish,bullish,Bullish,Strong demand for semiconductors and significant revenue growth from major companies indicate solid financial performance.,3.487,True,
ASML,4 Top Semiconductor Stocks To Watch In October 2021,2021-10-13,0.06042,Bullish,neutral,Neutral,Article lists top semiconductor stocks without a clear financial impact on ASML.,3.456,False,
AAPL,A Bull Market Is Coming: 1 FAANG Stock-Heavy Index Fund to Buy Now,2023-04-09,-0.01191,Bearish,bullish,Bullish,Strong growth prospects for FAANG stocks and positive outlook on Apple’s services business.,3.498,False,
INTU,"Shares of companies in the technology, semiconductor, and software sector are trading lower as fears of a possible pandemic escalate, with cases of the new coronavirus surging outside China.",2020-02-28,0.00899,Neutral,bearish,Bearish,Escalating COVID-19 concerns negatively impact tech stocks.,3.224,False,
MU,"Noteworthy ETF Outflows: VLUE, IBM, MU, EXC",2019-05-01,0.03413,Bullish,bearish,Bearish,Notable outflow from VLUE ETF indicates investor concern.,3.443,False,
VRSK,DocuSign (DOCU) is Benefiting From Demand for eSignatures,2023-08-23,0.00782,Neutral,bullish,Bullish,Strong earnings and revenue growth indicate solid financial performance.,3.461,False,
GOOG,2 Under-the-Radar AI ETFs to Watch,2023-06-16,-0.02257,Bearish,neutral,Neutral,Article discusses potential economic impacts and investment opportunities in the context of emerging trends but does not provide direct financial signals affecting GOOG.,3.733,False,
JD,"Zacks.com featured highlights include: JD.com, Talos Energy, Sony, Performance Food Group and Vipshop",2020-01-06,0.00789,Neutral,neutral,Neutral,Article mentions multiple companies without a clear financial impact on JD.,2.967,True,
ORLY,O'Reilly: Putting The Pedal To The Metal,2019-02-11,0.02929,Bullish,bullish,Bullish,Strong growth in revenue and earnings indicates positive financial performance.,3.141,True,
CHTR,Introducing FNGS: Tech Investing Has Changed,2019-11-21,-0.0181,Bearish,neutral,Neutral,Article discusses a change in tech investing but presents no clear directional financial signal for CHTR.,3.211,False,
DXCM,DarioHealth is an AI-Powered Digital Therapeutics Play,2023-06-13,0.03994,Bullish,bullish,Bullish,Expansion into B2B markets and strategic partnerships with major players like American Well Co. indicate strong growth potential.,3.397,True,
INTU,"Shares of several software companies are trading lower after Morgan Stanley issued a bearish stance on the sector as they ""still see risk in high multiple names."" CIO survey growth expectations are also decelerating.",2019-10-16,-0.02482,Bearish,bearish,Bearish,Morgan Stanley's negative outlook and declining earnings estimates indicate significant downside risks for software companies including Intuit (INTU).,3.272,True,
COST,"After a Lackluster Earnings Report, Is Now the Time to Buy Costco Stock?",2023-05-30,0.009,Neutral,bearish,Bearish,Moderate earnings miss and rising expenses indicate a cautious outlook despite slight share price increase.,3.622,False,
AEP,Interesting AEP Put And Call Options For July 21st,2023-05-26,0.01058,Bullish,neutral,Neutral,Article discusses options trading opportunities without direct financial impact on AEP stock.,3.413,False,
EA,2 No-Brainer Stocks I'd Buy Right Now Without Hesitation,2022-03-02,-0.02143,Bearish,bullish,Bullish,Strong growth potential highlighted by historical performance data and recent acquisitions.,3.345,False,
EXC,Should You Invest in the Invesco S&P 500 Equal Weight Utilities ETF (RYU)?,2023-03-02,0.02749,Bullish,neutral,Neutral,The article provides general information about investing in an ETF but does not contain a direct financial impact signal.,3.358,False,
GOOG,Carvana's Boom and Bust: The Takeaways for Investors,2023-01-14,0.01899,Bullish,neutral,Neutral,Article discusses various companies but does not provide a clear financial impact on Google (GOOG) directly.,3.724,False,
ANSS,ANSYS (ANSS) & SoftInWay Team Up to Automate Workflow Designs,2022-06-28,-0.00354,Neutral,bullish,Bullish,The collaboration between ANSYS (ANSS) and SoftInWay to automate workflow designs in the turbomachinery market indicates a strong growth opportunity.,3.499,False,
VRTX,Vertex (VRTX) to Post Q2 Earnings: What's in the Cards?,2019-07-26,0.01624,Bullish,neutral,Neutral,Article is about upcoming earnings report without clear financial impact.,3.612,False,
PEP,PepsiCo (PEP) Gains But Lags Market: What You Should Know,2022-06-15,-0.00463,Neutral,neutral,Neutral,Article discusses PepsiCo's performance lagging market gains but lacks strong bullish or bearish signals.,3.508,True,
AVGO,"The Extreme Risks of Trading Your Own Retirement Assets - November 25, 2019",2019-11-25,-0.00369,Neutral,bearish,Bearish,Article highlights significant risks associated with trading retirement assets.,3.272,False,
AVGO,Broadcom shares are trading higher amid tech sector strength. Analysts at Morgan Stanley and Citi maintained bullish ratings on the stock.,2020-03-30,-0.06864,Bearish,bullish,Bullish,Strong performance in a strong tech sector with continued analyst support signals positive financial outlook.,3.376,False,
DLTR,"Noteworthy ETF Outflows: JKG, MSI, AZO, DLTR",2019-07-02,0.00513,Neutral,bearish,Bearish,Noteworthy ETF Outflows indicate investor concern and potential negative sentiment towards JKG.,3.496,False,
TMUS,Better Buy: Frontier Communications vs. T-Mobile,2020-01-18,0.00183,Neutral,bearish,Bearish,Frontier Communications is in a managed decline while T-Mobile continues to gain customers.,3.239,False,
XEL,Is Xcel Energy (NASDAQ:XEL) A Risky Investment?,2022-01-11,0.00612,Neutral,bearish,Bearish,Increased debt levels raise concerns about financial stability.,3.389,False,
GOOG,Better Artificial Intelligence (AI) Stock: Nvidia vs. Alphabet,2023-12-13,-0.00097,Neutral,bullish,Bullish,Nvidia's significant stock increase and dominance in AI GPU market indicate strong financial performance.,3.232,False,
TMUS,Are 5G Stocks Worth the Hype? This Chart Says It All,2019-08-27,0.01154,Bullish,bullish,Bullish,"Strong performance of Crown Castle International and American Tower Corp., key players in implementing crucial technology like 5G.",3.529,True,
CRWD,Tech Market Sell-Off: 4 Stocks Down Big That Are Long-Term Holds,2022-05-17,-0.03144,Bearish,neutral,Neutral,Article discusses multiple companies with mixed financial impacts; no strong bullish or bearish signal for CRWD specifically.,3.334,False,
TMUS,TMUS Quantitative Stock Analysis - Martin Zweig,2023-06-24,0.01053,Bullish,neutral,Neutral,Article is primarily about a quantitative stock analysis report with no direct financial impact.,3.538,False,
ADSK,Salesforce.com (CRM) Down 1.2% Since Last Earnings Report: Can It Rebound?,2023-06-30,-0.00371,Neutral,neutral,Neutral,Article discusses recent earnings and revenue performance but lacks clear directional financial signal.,3.427,True,
AMGN,"Spectrum (SPPI) Misses Earnings Estimates in Q4, Tops Sales",2019-03-01,-0.01224,Bearish,bearish,Bearish,Missed earnings estimates and significant decline in stock price indicate negative financial performance.,3.5,True,
BKNG,"Why Expedia Group, Booking Holdings, and TripAdvisor Stocks Are All Up Today",2020-04-07,0.03216,Bullish,neutral,Neutral,Article discusses stock performance without a clear directional financial signal.,3.42,False,
ENPH,"Nasdaq 100 Movers: TSLA, CRWD",2023-03-08,-0.03706,Bearish,neutral,Neutral,Article discusses performance but no direct financial impact on Enphase Energy.,3.109,False,
REGN,XBI: Biotech Performance And Valuation Update - June 2019,2019-06-03,-0.013,Bearish,bullish,Bullish,Positive update on biotech performance and valuation indicates potential growth.,3.135,False,
GILD,Experts raise questions about severity of Trump's COVID-19,2020-10-04,-0.01195,Bearish,bearish,Bearish,Concerns about severity of Trump's COVID-19 case and potential complications suggest financial uncertainty.,3.668,True,
AMGN,"Shares of several healthcare companies are trading higher as equities gain amid hopes of a US stimulus agreement. Additionally, the coronavirus outbreak has increased demand for certain medical supplies.",2020-03-24,-0.01903,Bearish,bullish,Bullish,Healthcare sector gains and rising equity markets indicate positive investor sentiment.,3.379,False,
GILD,3 Stocks That Could Soar in a Santa Claus Rally,2022-12-25,0.00294,Neutral,bullish,Bullish,Anticipated FDA approval of new HIV drug adds significant value.,3.386,False,
TSLA,Why This Trader Is Ignoring Elon Musk's Investing Advice,2022-05-03,-0.03956,Bearish,neutral,Neutral,Article discusses Elon Musk's lack of stock market expertise but does not provide direct financial impact or signal for Tesla (TSLA) stock.,3.709,False,
AMD,7 Must-Have Stocks for Every Future Millionaire’s Portfolio,2023-10-24,-0.07869,Bearish,bullish,Bullish,Strong performance in Cash App segment with significant YoY growth indicates strong financial health and potential for continued success.,3.347,False,
ZM,3 Beaten-Down Stocks Investors Should Be Buying Hand Over Fist,2021-10-03,-0.02284,Bearish,bullish,Bullish,Highlighted opportunities for discounted stock purchases due to market underestimation.,3.258,False,
CPRT,Top Ranked Growth Stocks to Buy for February 5th,2019-02-05,-0.01061,Bearish,neutral,Neutral,Article lists stocks with buy ranks but lacks direct financial impact or strong directional signal.,3.712,False,
SBUX,Luckin Coffee Stock Should Be On Long-Term Investors Watchlist,2020-03-24,0.07737,Bullish,neutral,Neutral,Article discusses growth potential but lacks a clear financial signal.,3.536,False,
TEAM,"Noteworthy Thursday Option Activity: KR, TEAM, TXG",2023-09-07,0.03436,Bullish,neutral,Neutral,Article discusses option activity for multiple companies without providing direct financial impact on any specific ticker.,3.678,False,
EA,Electronic Arts Inc Announces Climb In Q2 Income,2022-11-01,0.00277,Neutral,bullish,Bullish,Moderate earnings beat with revenue growth indicates a positive financial performance.,3.585,False,
ENPH,"Friday Sector Leaders: Technology & Communications, Services",2022-06-17,0.04698,Bullish,neutral,Neutral,Article provides sector and stock performances without direct financial impact on ENPH.,3.319,False,
AVGO,Micron shares jump on forecast for quicker recovery in chip demand,2023-12-16,-0.02748,Bearish,bullish,Bullish,Strong recovery forecast and exceeding market expectations indicate a positive financial outlook.,3.408,False,
QCOM,Qualcomm Option Alert: Jan 17 $100 Calls Sweep (14) near the Ask: 500 @ $4.101 vs 10611 OI; Earnings 5/1 After Close Ref=$87.21,2019-04-29,-0.01009,Bearish,bullish,Bullish,Strong option activity and earnings date indicate positive investor sentiment.,3.294,False,
EBAY,"The Latest From Chipotle, Adyen, and Uber",2023-02-11,0.01471,Bullish,neutral,Neutral,Article discusses various brands and Super Bowl advertising without a direct financial impact on EBAY.,3.274,False,
EA,EA Is About to Lose Its Exclusive FIFA License: Here's What It Means for the Stock,2021-10-21,0.01109,Bullish,bearish,Bearish,Potential loss of exclusive license for a major franchise could negatively impact financial performance.,3.645,False,
ZM,Facebook Adds New Features to Workplace App as Paid Users Surge to 5 Million,2020-05-21,-0.04668,Bearish,bullish,Bullish,Facebook sees significant increase in paid users and launches features aimed at competing with major players like Microsoft.,3.335,False,
CMCSA,Disney World's Top Rival Will Fight Back in 2023,2019-10-26,-0.01651,Bearish,bullish,Bullish,Disney World's expansion and Comcast's new Epic Universe project indicate potential growth opportunities for Disney.,3.721,False,
CMCSA,"After Hours Most Active for Feb 4, 2022 : COTY, QQQ, SHY, AAPL, BAC, C, MSFT, NEE, SNAP, PM, CMCSA, ZGNX",2022-02-04,-0.00243,Neutral,neutral,Neutral,The article primarily discusses after-hours trading activity without a clear financial impact on CMCSA.,3.304,True,
CSX,Why Dividend Investing Works for All Ages,2019-07-26,0.01813,Bullish,neutral,Neutral,Article discusses general benefits and strategies for dividend investing without direct financial impact.,3.217,False,
ADBE,Q1 Earnings Season Gets Underway,2019-04-10,0.00103,Neutral,bearish,Bearish,Negative earnings growth across major sectors and tough comparisons to previous years indicate a bearish outlook.,3.491,False,
ZS,7 Cybersecurity Stocks to Buy Heading Into April,2022-03-29,-0.01111,Bearish,bullish,Bullish,Potential for increased demand due to heightened cybersecurity concerns.,3.408,False,
TMUS,SoftBank to sell up to $215 mln stake in India's Paytm - term sheet,2022-11-16,0.02726,Bullish,neutral,Neutral,Article discusses SoftBank's divestment strategy but lacks a clear financial impact signal.,3.335,False,
TMUS,T-Mobile Says Will Staff Remaining 20% Stores Only With Workers Who Are Willing To Come In And Support Customers; Co. Implementing Approach For Hourly Retail Employees To Maintain Their Target Income During Initial Closures This Month,2020-03-17,0.01404,Bullish,neutral,Neutral,Article discusses staffing strategy without direct financial impact.,3.032,False,
INTC,Cisco Stock Needs a Catalyst to Thrive in 2020 and Beyond,2019-12-31,0.00418,Neutral,bearish,Bearish,Weakness in growth prospects and recent earnings disappointments indicate limited near-term upside.,3.294,False,
ADSK,Looking for Tech Stocks? These 3 Are Great Buys,2021-04-03,-0.00763,Neutral,neutral,Neutral,Article discusses potential future opportunities but lacks direct financial impact or clear directional signal.,3.507,True,
IDXX,"Stifel Maintains Buy on IDEXX Laboratories, Raises Price Target to $280",2020-05-01,0.03591,Bullish,bullish,Bullish,Stifel maintains buy rating and raises price target indicates strong investor confidence.,3.245,True,
TMUS,Hearing Report FCC's Focus On Data Point Related To How Often Customers Switch Between T-Mobile And Sprint Suggests Regulators Could Be Concerned About Impact Of Merger,2019-02-21,-0.0049,Neutral,bearish,Bearish,Regulatory concerns about the merger could negatively impact investor confidence.,3.176,False,
AAPL,Guru Fundamental Report for AAPL - Warren Buffett,2023-04-07,-0.01191,Bearish,bullish,Bullish,High rating based on fundamental analysis and strong interest in AAPL according to Warren Buffett's strategy.,3.896,False,
PAYX,H&R Block Stock Could Jump 30%,2021-02-01,0.00728,Neutral,bullish,Bullish,Strong demand expectations with potential for significant stock price increase.,3.481,False,
JD,JD.com: Back On Track,2019-07-09,-0.0078,Neutral,bullish,Bullish,JD.com's recovery and positive trajectory indicate strong financial performance.,3.266,False,
DDOG,Better Cloud Stock: Domo vs. Datadog,2021-09-01,0.01687,Bullish,bullish,Bullish,Both companies showed strong growth rates with stable margins.,3.399,True,
ALGN,ResMed (RMD) Gains From Strong Device Sales Amid Macro Woes,2023-10-09,-0.02261,Bearish,bullish,Bullish,Strong device sales driven by innovative product launches indicate solid financial performance.,3.57,False,
ZS,Validea Detailed Fundamental Analysis - ZS,2023-07-24,0.05589,Bullish,neutral,Neutral,Article is primarily about a fundamental analysis report for ZSCALER INC (ZS) without direct financial impact.,3.315,False,
ZS,Which Cybersecurity Stock Is the Smartest Buy for 2022?,2021-12-18,0.05253,Bullish,neutral,Neutral,Article discusses cybersecurity importance and mentions three stocks but does not provide a clear financial impact or direction for any specific stock.,3.368,False,
AMGN,iShares Edge MSCI USA Quality Factor ETF Experiences Big Inflow,2019-03-15,0.00131,Neutral,bullish,Bullish,Significant weekly increase of $206.7 million in outstanding shares indicates strong investor interest and confidence.,3.426,False,
CSX,May 22nd Options Now Available For CSX,2020-04-02,0.07756,Bullish,neutral,Neutral,Article discusses options trading opportunities without direct financial impact on CSX stock.,3.341,False,
GOOG,The Streaming Wars: Is YouTube the Sleeping Giant?,2020-01-05,0.00725,Neutral,neutral,Neutral,Article discusses YouTube's popularity among younger audiences but does not provide a direct financial impact on Alphabet (GOOG) stock.,3.35,True,
EBAY,Could Coupang Be a Millionaire-Maker Stock?,2021-07-12,-0.01363,Bearish,bearish,Bearish,"Initial IPO enthusiasm faded due to slower growth expectations, mixed earnings report, soaring expenses, widening losses.",3.217,True,
DXCM,Is DexCom a Buy?,2022-03-23,0.07046,Bullish,neutral,Neutral,The article discusses DexCom's potential as an investment but also highlights industry challenges like indebtedness and high valuations. No clear financial impact is indicated.,3.319,False,
CMCSA,Amazon Is the Pandemic’s Wildest Ride,2020-09-29,0.00519,Neutral,neutral,Neutral,Article discusses both positive hyper-growth aspects but also includes negative allegations against the company.,3.444,True,
KHC,3 Reasons Why Warren Buffett Is Beating the Stock Market in 2022,2022-04-03,0.00376,Neutral,neutral,Neutral,Article discusses Warren Buffett's investment strategy but does not provide a direct financial impact signal.,3.431,True,
PANW,"After-Hours Earnings Report for November 18, 2021 : INTU, AMAT, PANW, ROST, NUAN, WSM, FTCH, GLOB, UGI, WWD, POST, BECN",2021-11-18,0.0384,Bullish,neutral,Neutral,Article is about expected after-hours earnings reports without direct financial impact.,3.104,False,
PDD,"Amid Coronavirus, JD.com Has an Advantage Over Rivals",2020-03-23,0.09267,Bullish,bullish,Bullish,JD.com's superior position and asset-light strategy amidst the coronavirus crisis indicate strong potential.,3.239,True,
EA,Electronic Arts (EA) SPORTS FC 24 Impresses in Opening Week,2023-10-09,0.04093,Bullish,bullish,Bullish,Strong initial player engagement for both mainline game (EA SPORTS FC 24) and mobile version indicates strong market interest.,3.648,True,
ASML,Dow Jones Futures: Stock Market Resistant To China Virus; These 3 Tech Giants Rise Late,2020-01-21,-0.01367,Bearish,bullish,Bullish,Late rise of tech giants signals investor confidence despite market resistance.,3.288,False,
WBA,"Daily Dividend Report: WBA,PFE,LMT,HUM,KMI,AVY",2021-04-22,0.00285,Neutral,bullish,Bullish,Consistent and increasing dividends from multiple companies indicate strong financial health.,3.669,False,
JD,Chinese stock shares are trading lower on news that China is in a manufacturing downturn and is slowing down globally and domestically.,2019-01-02,0.04701,Bullish,bearish,Bearish,Manufacturing slowdown negatively impacts China's economic growth.,3.169,False,
BKR,"The Zacks Analyst Blog Highlights Baker Hughes Company, EOG Resources and Continental Resources",2022-08-24,-0.01284,Bearish,neutral,Neutral,Article discusses analyst blog features without direct financial impact.,3.171,False,
QCOM,"Notable Monday Option Activity: AGO, QCOM, ICUI",2019-11-11,-0.01492,Bearish,neutral,Neutral,Article discusses option activity without direct financial impact on QCOM.,3.301,False,
ASML,ASML (ASML) Dips More Than Broader Markets: What You Should Know,2022-11-25,-0.022,Bearish,bearish,Bearish,ASML's stock dips more than broader markets and upcoming earnings report showing significant year-over-year declines.,3.631,True,
ADSK,"Autodesk Reiterates Q1, FY20 Outlook - Quick Facts",2019-03-28,0.07051,Bullish,neutral,Neutral,Article is primarily about reiterating existing financial forecasts without new significant developments.,3.322,False,
NFLX,And The Winner Of The Streaming Wars Is...,2020-03-03,0.01087,Bullish,bullish,Bullish,Winning streaming wars indicates strong competitive advantage and market dominance.,3.135,True,
AMZN,Why Amazon Stock Bounced Back This Morning,2023-11-22,0.00695,Neutral,bullish,Bullish,Amazon stock gains despite potential share sales indicate strong investor confidence and positive market sentiment.,3.341,False,
AAPL,Metaverse Woes: Meta Platforms Can't Even Get Its Own Employees Excited About the Metaverse,2022-10-13,-0.00406,Neutral,bearish,Bearish,Negative sentiment about Meta's metaverse project with significant investment not yielding expected employee engagement.,3.29,False,
FANG,"Notable ETF Outflow Detected - XOP, RRC, AR, FANG",2023-11-13,0.0062,Neutral,bearish,Bearish,Notable outflow detected among major components of FANG ETF indicates investor concern.,3.717,False,
NFLX,Now You Can Outrun Imperial TIE Fighters With New Adidas Star Wars Running Shoes,2019-11-21,0.01238,Bullish,neutral,Neutral,"Article is about a partnership between Nike and Lucasfilm Ltd. (Star Wars), not directly impacting Netflix's financial performance.",3.522,False,
AMGN,Guru Fundamental Report for AMGN,2023-03-29,0.00299,Neutral,neutral,Neutral,The article discusses a fundamental analysis report for AMGN but does not provide direct financial impact or market-moving news.,3.646,True,
GOOG,Alphabet's Google Slashes App Store Fees,2021-03-16,-0.02691,Bearish,bullish,Bullish,Alphabet reduces App Store fees significantly which may boost developer revenue.,3.614,False,
TSLA,Electric Cars Represented 39% of All New Car Sales in Norway in August,2019-09-02,0.02031,Bullish,bullish,Bullish,Significant market share for electric cars indicates strong growth potential.,3.491,True,
INTC,Intel's Emerald Rapids Server Chips Could Deliver Surprising Performance Gains,2023-12-13,0.03567,Bullish,bullish,Bullish,Intel's launch of improved server CPUs with potential for substantial performance enhancements indicates positive financial prospects.,3.401,True,
PEP,PepsiCo Offers Cashback Rewards ... for Eating More Junk Food,2019-09-13,-0.00542,Neutral,neutral,Neutral,The article discusses an innovative marketing strategy but does not provide clear financial impact or directionality.,3.476,True,
COST,Factors Likely to Influence Chico's FAS (CHS) in Q4 Earnings,2022-02-23,0.04489,Bullish,bullish,Bullish,Expected growth and margin improvement indicate positive financial outlook.,3.244,True,
TEAM,"BUZZ-U.S. STOCKS ON THE MOVE-Amazon.com, Netflix, Royal Caribbean Cruises, Sabre Corp, Pluristem Therapeutics",2020-04-13,0.06157,Bullish,neutral,Neutral,Article discusses general market movements without a clear financial impact on any specific ticker.,3.387,False,
INTC,Intel hit with $948.8 mln U.S. verdict in VLSI computer chip patent trial,2022-11-15,-0.0267,Bearish,bearish,Bearish,Federal jury verdict against Intel for $948.8 million in damages indicates significant financial liability.,3.412,True,
ADI,"Stocks To Watch: Eyes On Jackson Hole, Lyft And Disney D23",2019-08-17,-0.02321,Bearish,neutral,Neutral,Article mentions several stocks but does not provide direct financial impact or strong signals for any.,3.066,False,
MCHP,"Chips, Apple suppliers slip on TSMC guidance",2019-01-17,-0.01274,Bearish,bearish,Bearish,Chips and Apple's supplier stocks decline due to weaker-than-expected semiconductor forecasts from Taiwan Semiconductor Manufacturing Company.,3.407,True,
NXPI,Identiv Announces Launch Of Identiv NTAG 424 DNA Tags,2019-03-20,-0.00406,Neutral,bullish,Bullish,Launch of new product line signals potential growth and innovation.,3.283,False,
GOOG,This Hot Trend Spells Big Growth for iRobot,2019-09-07,0.01309,Bullish,bullish,Bullish,iRobot's potential to benefit from the growing trend in smart home device sales indicates strong growth prospects.,3.265,True,
ALGN,"Facebook Frowns, Align Smiles as Another Earnings-Packed Day Leaves Stock Markets Mixed",2021-07-28,0.11888,Bullish,neutral,Neutral,Article discusses mixed market performance without a clear financial impact on ALGN.,3.209,False,
PDD,"Nasdaq 100 Movers: ILMN, WDAY",2022-08-12,0.01107,Bullish,bearish,Bearish,Illumina's significant year-to-date decline impacts PDD negatively.,3.212,False,
FTNT,"Bank Of Hawaii Buys iShares Floating Rate Bond, Medtronic PLC, The Wendy's Co, Sells Adobe Inc, ...",2019-05-10,-0.02051,Bearish,neutral,Neutral,Article discusses various stock transactions without a clear directional financial signal.,3.185,False,
LRCX,Lam Research Corporation Announces Participation at Upcoming Conference,2020-05-19,-0.00367,Neutral,neutral,Neutral,Participation in an event does not directly impact the company's stock price or provide a clear financial signal.,3.325,True,
AEP,American Electric Power (AEP) Stock Sinks As Market Gains: What You Should Know,2023-03-23,0.03676,Bullish,bearish,Bearish,AEP stock closing below S&P and lagging sector loss indicate negative market sentiment.,3.278,False,
VRTX,"The Zacks Analyst Blog Highlights: Intercept, Gilead, Vertex, Alkermes and Clovis",2019-02-21,0.01786,Bullish,bullish,Bullish,Positive trial results for Intercept Pharmaceuticals' drug indicate strong potential financial impact.,3.398,True,
ZM,Breakingviews - Palantir float marks peak investor apathy,2020-09-23,-0.00805,Neutral,bearish,Bearish,Direct listing with extremely disproportionate voting power indicates strong founder control and potential investor apathy.,3.238,False,
AZN,AstraZeneca's FARXIGA Granted Priority Review by the FDA and a Supplemental New Drug Application is Accepted,2020-01-06,0.0014,Neutral,bullish,Bullish,Priority review status indicates significant potential for accelerated approval.,3.209,False,
BKNG,Booking Holdings Reaches Analyst Target Price,2019-09-16,-0.00703,Neutral,bullish,Bullish,Stock crosses above analyst average price target indicating positive market sentiment.,3.44,False,
EA,How to Talk to Kids About Money,2020-07-15,-0.00087,Neutral,neutral,Neutral,Article discusses talking to kids about money and includes personal finance tips; no direct financial impact on the ticker.,3.29,True,
ADI,Semi stocks move after earnings trio,2019-01-23,0.09914,Bullish,bullish,Bullish,Earnings reports from a key group of companies can positively impact semi stock prices.,3.145,True,
CDNS,S&P 500 Analyst Moves: CDNS,2023-12-08,0.05501,Bullish,bullish,Bullish,Moderate year-to-date gain indicates positive sentiment.,2.839,True,
AVGO,3 Reasons Broadcom Is A Must Own Blue-Chip Dividend Stock,2019-03-25,0.01304,Bullish,bullish,Bullish,Strong reasons for investment in a blue-chip dividend stock indicate positive financial outlook.,3.296,True,
FTNT,"Fortinet, Marine Products, Walmart, Nike and Facebook highlighted as Zacks Bull and Bear of the Day",2019-03-07,0.00097,Neutral,neutral,Neutral,Article highlights multiple stocks without direct financial impact on any single one.,3.146,True,
GOOG,Google To Launch Pixel Watch In 2022,2021-12-02,0.00014,Neutral,neutral,Neutral,Article discusses upcoming product launch without a clear financial impact.,3.227,True,
COST,Good Stocks To Invest In 2023? 3 Blue Chip Stocks For Your List,2023-04-26,0.0173,Bullish,neutral,Neutral,Article discusses blue-chip stocks in general without direct financial impact on any specific ticker.,3.469,False,
CHTR,"Noteworthy ETF Inflows: TQQQ, NVDA, CHTR, MDLZ",2019-08-23,0.03367,Bullish,neutral,Neutral,The article discusses ETF holdings and performance but does not provide direct financial impact on the ticker CHTR.,3.503,False,
PANW,"Nasdaq 100 Movers: NTES, ROST",2022-11-18,0.02502,Bullish,neutral,Neutral,Article discusses movements in various components without a clear financial impact on PANW.,3.337,False,
MRVL,Marvell Technology (MRVL) Stock Moves -0.44%: What You Should Know,2022-11-14,-0.02108,Bearish,neutral,Neutral,Article discusses recent trading session performance and future expectations without a clear directional financial signal.,3.325,False,
AMD,How to Trade Micron Stock Right Now,2020-02-05,-0.00221,Neutral,neutral,Neutral,Article discusses trading strategies for a different stock (Micron) and does not provide direct financial impact on AMD.,3.301,True,
PEP,3 Dividend Stocks That Should Pay You for the Rest of Your Life,2022-12-26,-0.00595,Neutral,neutral,Neutral,Article discusses high-quality dividends but lacks direct financial impact on PEP.,3.266,True,
ADBE,Analysts Are Bullish on These 3 “Strong-Buy” Tech Stocks,2022-08-28,-0.00485,Neutral,neutral,Neutral,Article discusses potential opportunities for NVDA but does not provide direct financial impact or clear directional signal.,3.467,True,
